,driverId,driverRef
25653,-0.18232175792492794,abecassis
21698,0.17112750134782523,fagioli
24550,-0.07551473284655291,parker
24551,-0.07551473284655291,john_james
24587,-0.18232175792492794,kelly
24590,-0.16311193014547823,sanesi
24595,-0.18232175792492794,shawe_taylor
24744,-0.19181964358577575,branca
24759,-0.2244607445698498,levegh
24891,-0.16841203957314382,chaboud
24925,-0.18232175792492794,louveau
24936,-0.07551473284655291,richardson
25017,-0.19181964358577575,guy_mairesse
25358,0.10787496029019254,wallard
25379,-0.05334543871820771,rose
25381,-0.08558951851988782,green
25426,-0.18232175792492794,hellings
25448,-0.07551473284655291,mackey
25456,-0.18232175792492794,walt_brown
25460,-0.07551473284655291,forberg
25609,-0.07551473284655291,gordini
25658,-0.07551473284655291,grignard
25659,-0.07551473284655291,jover
21764,-0.19181964358577575,harrison
21772,-0.07551473284655291,pian
23007,-0.16311193014547823,sommer
24407,-0.18232175792492794,martin
24548,-0.18232175792492794,crossley
24597,-0.18232175792492794,hampshire
24599,-0.07551473284655291,fry
24634,-0.07551473284655291,leslie_johnson
24893,-0.07551473284655291,serafini
24914,-0.07551473284655291,biondetti
25428,-0.07551473284655291,chitwood
25429,-0.07551473284655291,levrett
25430,-0.07551473284655291,cantrell
25458,-0.07551473284655291,fohr
25470,-0.07551473284655291,ader
25612,-0.07551473284655291,pozzi
25652,-0.07551473284655291,pagani
8533,-0.07551473284655291,russell
8606,-0.07551473284655291,norris
8778,-0.07551473284655291,albon
